Gene,logFC,P.Value,adj.P.Val,AveExpr_cluster,AveExpr_rest,percentExpr_cluster,percentExpr_rest
MBOAT2,-1.14516696484402,0.140995215402436,0.294400499095519,12.404567,13.549734,1,1
FAM110C,0.880193056224229,0.141139896334183,0.29466434224286,9.221278,8.341085,1,1
SLC23A2,-1.01780115009903,0.141193546371549,0.294702587107905,11.90111,12.918911,1,1
TRIM16L,1.15052102215878,0.141194860498229,0.294702587107905,13.704803,12.554282,1,1
PRR3,1.03228930142019,0.141220015243207,0.294716845098189,12.213331,11.181042,1,1
NELFB,-1.2144212387556,0.141243630399985,0.29472788678689,9.928876,11.143297,1,1
LPCAT4,1.10491301306399,0.141298520934848,0.294776007782427,15.836701,14.731788,1,1
GIPC1,-1.17894802654289,0.141303346182698,0.294776007782427,17.135169,18.314117,1,1
SLC25A47,0.98415397427987,0.141329869586533,0.294793103673945,10.43986,9.455706,1,1
IGSF3,-1.1159754808761,0.14152373503652,0.295116221357936,9.949642,11.065617,1,1
SEC11A,-1.73452977919992,0.141548222476253,0.295116221357936,18.856072,20.590602,1,1
ZNF704,-1.32742974273914,0.141556662080577,0.295116221357936,16.196711,17.52414,1,1
GALNT2,1.70874347237797,0.141558172579985,0.295116221357936,20.880889,19.172145,1,1
RAB42,0.926701519052358,0.141645281153636,0.295259551850062,10.649109,9.722408,1,1
USP49,0.972963545638073,0.141684014968366,0.295302021089958,10.659021,9.686057,1,1
NUDT16,-0.97811243234775,0.141713405999207,0.295309381239818,12.587327,13.56544,1,1
OR6N2,0.849259749033406,0.141724267209037,0.295309381239818,9.311397,8.462137,1,1
SPINK2,0.931004364898191,0.141790897459139,0.295384405396557,10.134639,9.203635,1,1
GATA5,1.22757730109437,0.141797002864139,0.295384405396557,13.562015,12.334438,1,1
KLHL26,1.03013136978617,0.141856545878097,0.295470174035653,13.058616,12.028484,1,1
CCL1,0.948631961882372,0.141875680233734,0.29547176497208,10.05556,9.106928,1,1
TMEM132D,0.891866632676745,0.142149087030827,0.296002837364555,9.67923,8.787363,1,1
PMPCA,1.14467003730812,0.142218406026701,0.296108846929898,13.634844,12.490174,1,1
KBTBD11,-1.11037432356142,0.142253130221227,0.296142809536399,12.703545,13.81392,1,1
C10orf143,0.924706503189832,0.142300662757375,0.296187512138402,9.401977,8.477271,1,1
OR4D1,0.72573884971128,0.142311433337824,0.296187512138402,8.386424,7.660686,1,1
HEPACAM2,1.00671567037852,0.142364995428357,0.29620417908751,8.730191,7.723475,1,1
MRPL12,1.27189026142956,0.142369972831657,0.29620417908751,14.967919,13.696029,1,1
SRP72,1.29301313197974,0.14239474262675,0.29620417908751,22.501626,21.208613,1,1
RAB3IL1,1.14577973224384,0.142401704427075,0.29620417908751,14.45829,13.31251,1,1
CUX2,0.904224842872797,0.142431489581441,0.29620417908751,8.420182,7.515957,1,1
C6orf47,-1.07897304452171,0.142444601645005,0.29620417908751,12.126734,13.205707,1,1
ZIC4,1.01548472104908,0.142452707105476,0.29620417908751,10.143934,9.128449,1,1
SYT6,0.856236170122633,0.142466770046069,0.29620417908751,10.283548,9.427312,1,1
TTYH2,1.07976738487143,0.142491962764643,0.296218266654585,11.30946,10.229692,1,1
GNPDA2,-0.869666406559567,0.142580948377695,0.296364948786101,9.282261,10.151928,1,1
GSTM5,0.80668725742062,0.142635098414991,0.296439194069869,9.148913,8.342225,1,1
PLA2G4E,1.23494140509231,0.142743927191383,0.296627044566693,11.820199,10.585258,1,1
EXTL2,0.993196619537484,0.142843748467461,0.296796131036124,11.998354,11.005158,1,1
KRIT1,-0.87389026309161,0.142862408761528,0.296796561937538,9.584221,10.458111,1,1
MS4A12,0.836688830136906,0.142966850288871,0.296975180168695,9.193098,8.356409,1,1
METTL27,1.04473845843457,0.143199741868109,0.297420538249829,10.290801,9.246063,1,1
SCD5,-1.32984960466236,0.143228748354748,0.297442374246323,16.625181,17.955031,1,1
NEK9,-1.22885294462868,0.143248067539841,0.297444089634755,14.638399,15.867252,1,1
ATF7IP2,0.951592500376666,0.14342707325128,0.297771129591144,12.391293,11.439701,1,1
SLAMF8,1.48633543805126,0.143442595876162,0.297771129591144,15.038963,13.552627,1,1
MANEAL,1.02238193528476,0.143483361686582,0.29781731699148,12.164286,11.141904,1,1
KLRG2,1.09150016290628,0.143509464138362,0.297833060800182,11.616797,10.525297,1,1
PLCD1,1.18426651014136,0.143546709112259,0.297858600834808,12.314651,11.130384,1,1
PKD1,1.18871473160829,0.143558808360571,0.297858600834808,17.872258,16.683544,1,1
PKIB,1.15430330554988,0.143603229860499,0.297912337040664,11.949007,10.794704,1,1
SPAAR,1.04345554055331,0.143694280510758,0.297972129303348,12.589905,11.54645,1,1
APBA2,0.993981236223709,0.143707059465868,0.297972129303348,11.658916,10.664935,1,1
ANKRD13B,1.01920194898074,0.14371585464142,0.297972129303348,9.621569,8.602367,1,1
NGFR,-1.29406401742932,0.143716736087429,0.297972129303348,12.798233,14.092297,1,1
GDF6,1.07966532191587,0.143724681617469,0.297972129303348,9.70943,8.629765,1,1
NOS1,0.930583895757945,0.14375398640928,0.297981703792606,10.740927,9.810343,1,1
ADGRF1,0.845704389082917,0.143766930496341,0.297981703792606,9.466339,8.620634,1,1
MAN1B1,1.07721502870364,0.143784879578116,0.297981703792606,14.185649,13.108434,1,1
FAM71E2,0.830919802747937,0.143835327076447,0.298047848582527,9.08661,8.25569,1,1
ARHGEF25,1.06495459816414,0.14391740900186,0.298161820642317,11.103772,10.038818,1,1
CCNT1,-0.991513764101365,0.143927404592573,0.298161820642317,13.553477,14.544991,1,1
POLDIP2,-1.3637325338815,0.143957204234108,0.298185147830186,20.064309,21.428041,1,1
PTAR1,-0.864010038786981,0.14409049838142,0.29839512159324,10.024843,10.888853,1,1
TRPM8,0.85097427270543,0.144098691615351,0.29839512159324,8.745687,7.894712,1,1
RPS6KL1,0.995212849686498,0.144114231816481,0.29839512159324,9.118468,8.123255,1,1
GP2,1.04056386862482,0.144169906926978,0.29847197618915,9.482356,8.441792,1,1
PKN2,1.09696179172521,0.144455320106813,0.299024371762932,14.687609,13.590647,1,1
AIMP2,0.912749543893559,0.14452729151405,0.299083453228626,9.686748,8.773999,1,1
ZNF207,-2.4485119207941,0.144529212708827,0.299083453228626,37.457526,39.906038,1,1
NCAPH,-0.979360705459273,0.144539646975013,0.299083453228626,9.704551,10.683911,1,1
DDX49,-0.985870198942026,0.144591299167639,0.299151846644238,13.710416,14.696286,1,1
CASQ2,0.920948559673661,0.144633248192561,0.299163588357018,10.356895,9.435946,1,1
ATP5PD,-1.98825797408518,0.144638060193833,0.299163588357018,23.160415,25.148673,1,1
H2BC14,0.805489611810592,0.14465973960385,0.299163588357018,8.613297,7.807808,1,1
SLC35F3,1.0170112912789,0.144671374673022,0.299163588357018,9.256544,8.239533,1,1
GRINA,-1.5505471927091,0.144708146404694,0.299201160402764,20.580857,22.131404,1,1
PSMD4,1.44006048772929,0.144755151445561,0.299259878644011,21.878048,20.437988,1,1
CDYL,0.955808042705833,0.144833687252401,0.299383758612982,12.163355,11.207547,1,1
HSF2BP,0.906343061428567,0.144890652096166,0.299463023427748,9.766101,8.859758,1,1
SELENOO,1.00243595565036,0.144923528109646,0.299492486973602,13.518972,12.516536,1,1
TM7SF3,-1.81513525268217,0.14497321395439,0.299556676932478,18.471411,20.286546,1,1
ICAM3,0.925605105996818,0.145063247360543,0.299670256813971,8.838363,7.912758,1,1
BRWD1,1.38163581813053,0.145065445135139,0.299670256813971,20.864324,19.482688,1,1
C19orf81,1.02860095301404,0.145107838288557,0.299719336205618,11.142808,10.114207,1,1
PPP1R16B,0.79640134233675,0.145140556915521,0.29974842288511,8.566463,7.770062,1,1
SRD5A3,-1.07270398770404,0.14523585200482,0.299897005753124,12.70447,13.777174,1,1
CNNM1,0.851144735065715,0.14524979326143,0.299897005753124,10.84272,9.991575,1,1
DUOXA1,1.1367848842347,0.145352248997876,0.300008681669733,9.667058,8.530273,1,1
GSTA2,0.961950906986454,0.145355341310651,0.300008681669733,11.395856,10.433905,1,1
ZNF804B,0.980705395233405,0.145359839359129,0.300008681669733,9.28445,8.303744,1,1
EXO5,1.11751348317788,0.145399672558588,0.300052390740612,11.267107,10.149594,1,1
RAN,-2.35782985184959,0.145436673988889,0.300090245598114,42.039506,44.397336,1,1
MARVELD1,-1.03580851515306,0.145607694281948,0.300388934218168,13.535967,14.571775,1,1
SLC23A1,0.780222620798913,0.145618783890765,0.300388934218168,8.657525,7.877302,1,1
SIGLEC7,1.00287188217581,0.145644576451928,0.300403612163736,10.436547,9.433675,1,1
ETV7,0.841281915037834,0.145765804876396,0.300615105222715,9.244419,8.403137,1,1
KAT2A,0.990703695178201,0.145802016250637,0.300651234535288,12.646755,11.656051,1,1
CRISPLD2,1.05879952538151,0.145988788669309,0.300948163668619,11.665977,10.607178,1,1
RETN,1.03273558691897,0.145998725165187,0.300948163668619,9.718536,8.685801,1,1
ANXA11,-2.41292338281827,0.146002146301059,0.300948163668619,41.345202,43.758125,1,1
HPSE,0.834391229166439,0.14606101423939,0.301002309456829,10.070958,9.236567,1,1
CA5B,-1.14498420216649,0.146065843404038,0.301002309456829,11.470826,12.61581,1,1
GSC,1.01659385943826,0.146128443802647,0.301092735091182,9.989351,8.972757,1,1
OR4F15,0.998938662837249,0.146218806748234,0.301240334025695,10.343209,9.34427,1,1
LRRK2,0.997055354357455,0.146366596938983,0.301506191747772,12.838646,11.84159,1,1
DDR1,-1.2582463512431,0.14640435369738,0.301545348299227,14.881176,16.139422,1,1
ZNF516,1.30358456124647,0.146464779946366,0.30162881363943,17.168536,15.864951,1,1
ADRA1D,0.831800842784011,0.146484917760566,0.30162881363943,10.400921,9.56912,1,1
ELL2,-1.65479419310544,0.146501137288686,0.30162881363943,21.738164,23.392958,1,1
RAD17,0.98866966252805,0.146588570262837,0.301740595777838,13.06847,12.079801,1,1
MCAM,1.61450469038015,0.146606692876128,0.301740595777838,15.309774,13.695269,1,1
NUP107,-1.0682337202379,0.146611710768702,0.301740595777838,12.906516,13.97475,1,1
MEX3D,1.01745230256221,0.146664673909553,0.30181097942186,13.487409,12.469957,1,1
PLPP4,1.20612171475075,0.14680825260745,0.302067792623543,10.528651,9.322529,1,1
ZNF544,-1.06303672855895,0.146855657557651,0.302119947839166,11.46774,12.530776,1,1
CALCA,0.740575653090964,0.14687116837568,0.302119947839166,8.900319,8.159744,1,1
MPP2,0.938397540782093,0.147008119292364,0.302359374160193,10.473616,9.535219,1,1
MYO15A,0.829002167088815,0.147025159494334,0.302359374160193,8.256741,7.427739,1,1
ALKBH1,1.00079548006278,0.147062383471572,0.302379903943481,9.85408,8.853285,1,1
OR5M10,0.958778775766126,0.147086442086434,0.302379903943481,9.438837,8.480058,1,1
PLEKHA3,0.996542453507839,0.147101643528652,0.302379903943481,12.403399,11.406857,1,1
TEX2,1.0761065615548,0.147110342474368,0.302379903943481,13.509743,12.433637,1,1
DIMT1,0.971589109942332,0.147242062370858,0.302585722488388,11.856847,10.885258,1,1
ZKSCAN8,-1.22377925393042,0.14725418098509,0.302585722488388,13.62839,14.852169,1,1
OR6M1,0.954842397789932,0.147266913431926,0.302585722488388,9.565111,8.610268,1,1
TMEM200C,-1.840499414295,0.147341272493692,0.302699837372403,16.668903,18.509403,1,1
C13orf46,0.895539834192306,0.147426902760345,0.302837075861736,9.269808,8.374268,1,1
SLC44A1,-0.796742340488007,0.147525814631342,0.303001558234007,7.781932,8.578675,1,1
OR10V1,0.835037811687499,0.14760703452905,0.303129665904654,8.92703,8.091993,1,1
ACRV1,0.884267190554613,0.147751942492828,0.30337370638041,10.485297,9.60103,1,1
ROMO1,1.2556477350762,0.147763592127837,0.30337370638041,20.912756,19.657108,1,1
TIMM23,-1.0914635512908,0.147934051232919,0.303684911299332,14.347827,15.43929,1,1
CEP83,0.865215202237104,0.147969218998752,0.303718340783043,8.448572,7.583356,1,1
CXCL8,-1.19164507475938,0.148199596973042,0.304152394757484,7.604741,8.796386,1,1
SLC6A20,1.07647076743677,0.148236407399054,0.304189126895431,12.910808,11.834338,1,1
SDE2,-0.994252049389685,0.148309430489064,0.304300150527631,12.435035,13.429287,1,1
ZNF670,1.0131269480931,0.148354712823923,0.304354234829078,10.459126,9.445999,1,1
UBAP1,-1.38388035608748,0.148406463373844,0.304421573384123,18.479139,19.863019,1,1
TTC14,-1.46928433809446,0.148434509233569,0.304440276270432,18.48847,19.957754,1,1
TMEM60,-0.912590350079505,0.148613267912662,0.304768048082016,11.207696,12.120286,1,1
NAIP,1.29011737414425,0.148655868432123,0.304815737557858,15.264711,13.974594,1,1
PADI2,0.81725026273624,0.148675137801835,0.304815737557858,8.485257,7.668006,1,1
OR8A1,0.971314532373201,0.148708016890014,0.304815737557858,10.070224,9.098909,1,1
LSM10,-1.30185390808882,0.148712328563573,0.304815737557858,12.846423,14.148277,1,1
STAMBP,-1.06760012028366,0.148786629867611,0.304929173648147,14.102361,15.169961,1,1
KCNQ1,0.811409459937186,0.148839236662049,0.304966684257599,8.429864,7.618454,1,1
HLA-A,-12.1030036092321,0.148859862176882,0.304966684257599,146.074165,158.177168,1,1
CANT1,1.10350429250564,0.148861815351058,0.304966684257599,14.99168,13.888176,1,1
DIO2,0.867432016873941,0.148893796846526,0.304993355639267,9.054956,8.187524,1,1
CAB39,-1.230772201246,0.149042835317625,0.305224799893007,14.530465,15.761237,1,1
MYADML2,0.860182747459856,0.149058778901059,0.305224799893007,9.529394,8.669211,1,1
TROAP,0.984029044041039,0.1490637156901,0.305224799893007,10.116916,9.132887,1,1
PIGM,1.32166720434357,0.149165126274712,0.305393570646953,14.042856,12.721189,1,1
PLET1,0.968289766476785,0.149231091018663,0.305460104786469,10.478514,9.510224,1,1
ZNF568,1.27273644977834,0.149235607026366,0.305460104786469,17.592943,16.320207,1,1
LPIN3,0.777452303884175,0.149345795649137,0.305646746051752,9.316152,8.5387,1,1
MMP9,1.83360002571542,0.149397856914348,0.305650651867638,12.533615,10.700015,1,1
CAPN7,-1.05944278307291,0.149397921416821,0.305650651867638,13.976172,15.035615,1,1
STARD9,1.01841133751222,0.149442592038571,0.305650651867638,13.395728,12.377317,1,1
TSSK4,0.837050744078375,0.149451630215217,0.305650651867638,8.942057,8.105006,1,1
BEND4,0.828886434478848,0.149453437490771,0.305650651867638,8.660388,7.831502,1,1
CSAG3,-1.01055038598881,0.149478674222881,0.305650651867638,10.762349,11.7729,1,1
IPO13,-0.775813434246126,0.149480727902937,0.305650651867638,9.530758,10.306571,1,1
MRPS24,-1.21631470021576,0.149593620916044,0.305842608213251,13.377923,14.594238,1,1
HMGB2,1.69301326415927,0.149683900391999,0.305988288498336,22.146889,20.453876,1,1
CHST12,0.93458916356553,0.14988672901091,0.306327497291668,12.879048,11.944459,1,1
TRMO,0.932091297783373,0.149887926118219,0.306327497291668,11.585695,10.653604,1,1
NR6A1,0.841565014931545,0.14996683171098,0.30644981847788,8.603529,7.761964,1,1
SHANK3,-1.71025931663156,0.15000284290494,0.306457503030358,23.370966,25.081226,1,1
ZNF850,0.848045725025999,0.150008699412957,0.306457503030358,9.64157,8.793525,1,1
ERVFRD-1,0.926229934413714,0.15003262789299,0.30646746088784,11.035865,10.109635,1,1
SLC26A6,1.09578009902312,0.150076971015211,0.306519111340782,13.368542,12.272761,1,1
TCTE1,0.786655799672544,0.150133134373404,0.306594887412624,8.383799,7.597144,1,1
BCAS3,1.11998459959099,0.150222752789457,0.306738955930636,15.280933,14.160948,1,1
TTC39A,0.920477764452517,0.150281007862179,0.306818955376401,9.126033,8.205555,1,1
KLHL38,0.883686812667102,0.150441325671482,0.307107282916628,9.74394,8.860253,1,1
C8orf37,-0.844657076041594,0.150483086191629,0.307153548008397,8.591234,9.435891,1,1
ZNF114,1.10899108575192,0.150531886790394,0.307208963794089,10.829734,9.720743,1,1
ATXN1L,1.38190477776837,0.150548436497451,0.307208963794089,19.097481,17.715576,1,1
SRGAP3,0.83632502815596,0.150620827447596,0.307299332250371,10.391609,9.555284,1,1
ODF4,0.89237174955109,0.150631688630657,0.307299332250371,9.462902,8.57053,1,1
PROKR1,0.832667569168892,0.150650039467432,0.307299332250371,9.174795,8.342127,1,1
PDE4D,-1.15303034983672,0.150729746999346,0.307422933139422,14.019632,15.172663,1,1
PARP8,0.967762945684861,0.150790477495678,0.307505453933693,13.310421,12.342658,1,1
OR56B1,0.912873798591576,0.150808444455917,0.307505453933693,10.03783,9.124956,1,1
GATA2,1.31895585571016,0.150993836049106,0.307844449108103,16.732606,15.41365,1,1
CREB3L1,0.903758280850075,0.151043692394888,0.307907065713482,10.866859,9.963101,1,1
GPAM,-0.818949127072553,0.151169889496028,0.30802753776723,8.527575,9.346524,1,1
YJEFN3,1.09476426153472,0.151170442729716,0.30802753776723,13.66631,12.571546,1,1
KCNJ16,-1.48041051871333,0.151185396982094,0.30802753776723,13.516616,14.997027,1,1
STMN4,0.986673352522249,0.151196862656301,0.30802753776723,11.025022,10.038349,1,1
SLC9A3R2,17.4011099379815,0.151198545801559,0.30802753776723,162.614575,145.213465,1,1
HIRA,0.843795178278011,0.151275913572559,0.30814612384765,9.425617,8.581822,1,1
OCSTAMP,0.958014393523658,0.151310858288028,0.308178275890166,11.610118,10.652103,1,1
SYNGR1,0.881114865794327,0.151696978859653,0.308925577105426,10.94719,10.066075,1,1
PALM3,0.778501963718631,0.151743757364161,0.308959545289141,9.935414,9.156912,1,1
PNKD,1.06724221916254,0.151752077081834,0.308959545289141,14.052778,12.985536,1,1
DPYSL3,1.42517963881788,0.15182310812191,0.309065038733425,22.710388,21.285209,1,1
TPP2,0.911460289664427,0.151880700980593,0.309113101140806,10.463748,9.552288,1,1
MBD4,-1.00522532495757,0.151885155329258,0.309113101140806,11.669042,12.674267,1,1
BCAN,0.803828654458684,0.151948270721685,0.309184710452326,8.889262,8.085433,1,1
LGALS4,0.881517994369434,0.151958787374138,0.309184710452326,9.343079,8.461561,1,1
FAM81B,0.885282307605207,0.152007494276478,0.309211003516623,9.880354,8.995072,1,1
HEY1,-1.11941883557115,0.15201015946319,0.309211003516623,12.117296,13.236715,1,1
NFE2,0.925447851505458,0.15210996138576,0.309374888584795,11.035133,10.109685,1,1
OR13C5,0.890781309245984,0.152184763951688,0.309452088743431,10.04642,9.155639,1,1
SKI,-2.26366800646073,0.152186397784167,0.309452088743431,27.564457,29.828125,1,1
SH3TC1,1.08189955947203,0.152290873485175,0.309625383533758,11.557122,10.475222,1,1
KLHL13,-0.749571282260689,0.152330152155921,0.309666097987339,6.621754,7.371325,1,1
SLAMF1,1.0659329991406,0.152351869883028,0.309670085201699,12.041525,10.975592,1,1
PAK3,-0.764813756099857,0.152374679492306,0.309670085201699,8.49135,9.256164,1,1
PGAP4,-0.998847499468285,0.152389873437668,0.309670085201699,12.259171,13.258019,1,1
TEKT2,0.979416672737049,0.152488018970222,0.309830381141618,9.155358,8.175941,1,1
ARID4A,-0.995856699682934,0.152510427900052,0.309836771800484,10.467863,11.463719,1,1
PIK3C2G,0.806457626935725,0.152584165069661,0.309874477747378,9.060825,8.254367,1,1
TMEM205,1.24813719392682,0.152590085117193,0.309874477747378,17.554928,16.306791,1,1
ARMC9,0.954955496743297,0.152642051222836,0.309874477747378,12.399275,11.44432,1,1
ATRN,-1.31966598901742,0.152643856824257,0.309874477747378,18.267328,19.586994,1,1
IL2,0.995229071137878,0.152654941335576,0.309874477747378,10.411389,9.416159,1,1
NAB2,1.14481485208219,0.152672058776448,0.309874477747378,15.876198,14.731384,1,1
CAMK2G,-1.48808520894719,0.152681881016783,0.309874477747378,21.782229,23.270314,1,1
ANKRD35,0.879065606436686,0.152683115900769,0.309874477747378,9.272114,8.393048,1,1
S100A8,14.4242977893886,0.152762538232636,0.309996551215458,62.009481,47.585183,1,1
RARS2,-1.3748549893821,0.152899258419503,0.310195875482725,18.125281,19.500136,1,1
TCHP,0.961201772115276,0.152899334794022,0.310195875482725,12.195247,11.234045,1,1
TMEM169,0.900664358428029,0.152985118252016,0.310262892357984,11.108165,10.207501,1,1
SNUPN,-0.967906026011081,0.152989564453972,0.310262892357984,11.7619,12.729806,1,1
VBP1,-1.08805221547124,0.15299023870251,0.310262892357984,10.118252,11.206305,1,1
MTFP1,0.824372954956896,0.153100728753611,0.310447821643102,9.862919,9.038546,1,1
RHBDD2,-1.34426646951646,0.153133817569349,0.31047577483744,20.464696,21.808962,1,1
MED30,1.11156970245325,0.153315888579223,0.310798913188643,14.732378,13.620809,1,1
MBNL1,-1.18232474023474,0.153331843829388,0.310798913188643,14.845711,16.028035,1,1
S100A9,32.3619559288541,0.153371934524492,0.310814292473839,128.852565,96.490609,1,1
DYM,-1.26706551963634,0.153396450951926,0.310814292473839,17.153442,18.420508,1,1
SPACA4,0.917695733504893,0.153397404480063,0.310814292473839,8.93036,8.012664,1,1
MAP7,-0.943949069252607,0.153502002096182,0.310987051481924,9.302271,10.24622,1,1
RALGDS,1.14730414270838,0.1535317493846,0.311008143211827,15.462065,14.314761,1,1
MAGEA10,-0.753075392838853,0.153707617689823,0.311325188631546,7.984215,8.737291,1,1
AK7,1.01388859077965,0.153807254473013,0.311473304162089,9.171048,8.15716,1,1
INA,0.86324922961934,0.153843461774853,0.311473304162089,9.610589,8.74734,1,1
GALNT16,0.85801371658949,0.153880412520794,0.311473304162089,9.846305,8.988291,1,1
ANKRD52,-0.815169446869161,0.153889505108829,0.311473304162089,9.725687,10.540856,1,1
SNAP23,-1.80652952220018,0.153893218915078,0.311473304162089,22.052836,23.859366,1,1
PTGES2,1.07583865045985,0.153912732818513,0.311473304162089,12.750268,11.67443,1,1
TARDBP,-2.14716397640853,0.153916303250453,0.311473304162089,29.518515,31.665679,1,1
GBA2,-1.11762187052599,0.1539575750571,0.311517629540622,15.037858,16.15548,1,1
ADCY6,-1.29427839443626,0.154078676239215,0.311691037800276,18.661616,19.955895,1,1
TRIB2,-3.23437134115211,0.15408203441619,0.311691037800276,46.539339,49.77371,1,1
PPM1A,-1.53433937427802,0.154187052128318,0.311828784323073,21.260217,22.794556,1,1
ADAMDEC1,0.895165207517609,0.154190243205711,0.311828784323073,9.72517,8.830004,1,1
PCNX2,1.00352344826444,0.15420829087949,0.311828784323073,9.470809,8.467285,1,1
ZNF589,1.0466135397962,0.15425416550222,0.311882337892861,12.681782,11.635168,1,1
OR4Q3,1.25848208262462,0.154308287894739,0.311952551847534,13.18413,11.925647,1,1
CD3EAP,0.87139841845369,0.154395251396903,0.31208913201807,10.465124,9.593725,1,1
SBF1,0.832125862546985,0.154449794248455,0.312118026107599,9.062541,8.230416,1,1
ORMDL2,-1.11706849046772,0.154474764277325,0.312118026107599,14.432116,15.549185,1,1
PATE4,0.901833600898153,0.154484902470335,0.312118026107599,8.758479,7.856645,1,1
PRSS8,0.741057626311743,0.154487167734556,0.312118026107599,8.128705,7.387648,1,1
TFB2M,1.12495119581577,0.154570353101347,0.312246867531031,12.383739,11.258788,1,1
RNF144B,1.11546303757599,0.154828701783477,0.312729478775015,14.114522,12.999059,1,1
USP8,-1.0271353921591,0.154938813313337,0.312912590825178,12.635114,13.66225,1,1
ADCY3,1.33015519881576,0.155018235425893,0.313033684694295,14.985373,13.655217,1,1
CEP41,0.784465614507379,0.155412374922424,0.313790188080877,8.04981,7.265344,1,1
CAPN13,0.791886672399087,0.155502151706074,0.31391950363288,9.261527,8.46964,1,1
ANXA1,4.02626599584306,0.1555154566617,0.31391950363288,59.169688,55.143422,1,1
SEPTIN10,-1.21758635357174,0.155558251105613,0.313966483973231,16.944877,18.162463,1,1
RERE,-2.40396465470781,0.155717281389691,0.314248024325192,34.416915,36.82088,1,1
NCALD,0.955850056153526,0.155747015529483,0.314268598391194,11.217995,10.262145,1,1
HEXB,1.86952360109849,0.155769892633095,0.31427533280365,24.103757,22.234234,1,1
ZNF660,0.889067382588014,0.15598670117613,0.31467328505166,9.588291,8.699224,1,1
ZNF486,1.10471313572549,0.156186360784008,0.315015087310668,9.321082,8.216368,1,1
C1orf167,0.709558291567696,0.156195307218514,0.315015087310668,8.492971,7.783413,1,1
RBM10,-0.896840546769326,0.156260628603629,0.315084568136505,9.884666,10.781507,1,1
LILRA3,0.914225773829402,0.156268938076654,0.315084568136505,9.682199,8.767973,1,1
AFAP1,1.12075553896795,0.156363469168428,0.315235652808347,14.523918,13.403162,1,1
MCF2L,1.15187989680626,0.156589889068871,0.315652559942815,13.760188,12.608308,1,1
ARTN,0.824157149588734,0.156630344402278,0.315694543780231,9.29692,8.472763,1,1
RPS6KA2,-1.19739906018947,0.156719641119351,0.31580947961376,16.237331,17.43473,1,1
DEF6,1.08720102368667,0.156726639286063,0.31580947961376,11.547325,10.460124,1,1
TBR1,1.02421719027201,0.156752382827304,0.315821786971609,11.035258,10.011041,1,1
ATG9B,0.746666557753583,0.156791007767216,0.315860041198385,9.048585,8.301918,1,1
C1QTNF12,1.0532769013793,0.156823735100499,0.315886406431612,11.85591,10.802633,1,1
TEAD4,1.06748458192634,0.156856017083503,0.315911868115584,15.139289,14.071804,1,1
SLC12A5,0.842578045389525,0.156921641676466,0.315968193082622,10.227901,9.385323,1,1
DEFB116,0.854962687557736,0.156923273212135,0.315968193082622,10.603632,9.748669,1,1
H4C8,-1.89384029997032,0.157080696991607,0.316245578972713,20.523681,22.417521,1,1
TMEM30A,-6.9254723365861,0.157161829706594,0.316369320275451,103.437653,110.363125,1,1
RBX1,-1.58535907579879,0.157295260432172,0.316598294179833,21.873841,23.4592,1,1
BSN,1.12416162035424,0.157433770759794,0.316837433546111,12.805628,11.681466,1,1
SMIM33,0.898508904945285,0.157495963840674,0.316922942876692,9.868872,8.970364,1,1
NDUFAF2,1.11248062940215,0.157552738021894,0.316997527938973,15.221564,14.109083,1,1
HNF1B,0.817911492410675,0.157599943138637,0.317051381784143,9.291109,8.473198,1,1
ATP7A,-0.920066882693577,0.157618928671102,0.317051381784143,11.745247,12.665313,1,1
PPP1R12B,0.910284070483533,0.157640879079923,0.31705588334644,11.55079,10.640506,1,1
MTMR9,-0.929478590192565,0.157694151348057,0.317103150553526,12.41521,13.344689,1,1
IFT57,-9.9105343481507,0.157712123700275,0.317103150553526,16.141863,26.052398,1,1
RECQL5,-0.98976356461967,0.157723526761267,0.317103150553526,12.632616,13.622379,1,1
UXT,0.90857814613617,0.157750929886977,0.317104821019744,10.430782,9.522204,1,1
TRPC4AP,1.28309860373988,0.15776378872171,0.317104821019744,19.365397,18.082299,1,1
C19orf12,-0.895765149146104,0.15787323835953,0.317285163785416,11.294203,12.189968,1,1
ZNF430,0.905496883271921,0.157936307174423,0.317372259444456,9.050026,8.144529,1,1
PVRIG,1.05570703353545,0.157968752175062,0.317397802621324,11.370055,10.314348,1,1
H2AJ,-3.85832646777276,0.158038169728941,0.317486354880884,32.916951,36.775277,1,1
SLC7A6,1.15825709851101,0.158052303129273,0.317486354880884,11.410804,10.252547,1,1
PSG6,1.05295817478739,0.15811720396735,0.317549595035962,10.395559,9.3426,1,1
FJX1,0.817075144633927,0.158133966938166,0.317549595035962,9.944395,9.12732,1,1
MARCHF5,-0.99205046096578,0.158152760195329,0.317549595035962,13.440615,14.432666,1,1
SOS2,-1.2639597342988,0.158177198043426,0.317549595035962,19.741294,21.005254,1,1
CCDC170,0.801019488647041,0.158182501580958,0.317549595035962,8.847144,8.046124,1,1
SPTLC2,-1.44192016030115,0.158297286193655,0.317740365797921,17.43853,18.88045,1,1
ARFGEF2,-1.0272143833221,0.158387561606931,0.31785422117697,13.702986,14.7302,1,1
GIGYF2,-0.778789713527217,0.158393532873254,0.31785422117697,9.82667,10.605459,1,1
NUDT12,1.06160245586353,0.158474553051314,0.317977134640387,12.352533,11.290931,1,1
