,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
623,HLA-G_LILRB2,HLA-G,LILRB2,NK cell,B cell,False,NA,NA,0.17079530638852672,True,9.652284919570539,2.2163431871823598e-10,1
1282,HLA-E_KLRK1,HLA-E,KLRK1,Private,NK cell,False,NA,NA,0.9772277227722772,True,1.6996193448401398,0.0373947054533458,1
558,HLA-A_KIR3DL1,HLA-A,KIR3DL1,Proximal_tubular_cells,NK cell,False,NA,NA,0.7743271221532091,True,12.558750138482301,7.46798130740353e-05,1
581,HLA-F_LILRB2,HLA-F,LILRB2,Endothelium,DC,False,NA,NA,0.3618012422360248,True,9.652284919570539,2.2163431871823598e-10,1
174,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Distal_tubules_and_collecting_duct,CD8 T cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2903225806451613, 0.3548387096774194]"
276,EGFR_HBEGF,EGFR,HBEGF,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.3851351351351352,True,1.9884037425335697,0.0272063147104403,1
746,DPP4_CXCL12,DPP4,CXCL12,DC,Podocytes,False,NA,NA,0.21739130434782608,True,7.7426278931753885,1.18324783246116e-07,1
183,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Endothelium,NK cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2490221642764016, 0.3715775749674055]"
1130,CD55_ADGRE5,CD55,ADGRE5,Neutrophil,Private,False,NA,NA,0.15942028985507245,True,4.21690878715005,0.00312233850766636,1
971,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,Proximal_tubular_cells,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.2236024844720497
1375,SELP_CD24,SELP,CD24,Endothelium,Private,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
1501,LTBR_LTB,LTBR,LTB,B cell,B cell,False,NA,NA,0.10810810810810813,True,1.43943567105272,0.0402619482825343,1
1236,HLA-E_KLRC2,HLA-E,KLRC2,Proximal_tubular_cells,CD8 T cell,False,NA,NA,0.505175983436853,True,3.55694751490934,0.0007746719235593231,1
1511,LAIR1_LILRB4,LAIR1,LILRB4,MNP,DC,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
1020,CD55_ADGRE5,CD55,ADGRE5,B cell,CD8 T cell,False,NA,NA,0.5540540540540541,True,4.21690878715005,0.00312233850766636,1
421,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",NK cell,NK cell,False,NA,NA,0.3754889178617992,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
57,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Endothelium,CD8 T cell,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.4645161290322581, 0.41935483870967744]"
1006,EPHB1_EFNB1,EPHB1,EFNB1,DC,Distal_tubules_and_collecting_duct,True,2.68426729930083,0.005104360200199489,1,False,NA,NA,0.13063063063063066
620,HLA-G_LILRB2,HLA-G,LILRB2,Mast cell,B cell,False,NA,NA,0.1153846153846154,True,9.652284919570539,2.2163431871823598e-10,1
218,FN1_aVb5 complex,FN1,"['ITGAV', 'ITGB5']",Endothelium,Podocytes,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2432432432432433, 0.11583011583011585]"
323,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",Endothelium,NK cell,False,NA,NA,0.15993788819875776,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1081,CD55_ADGRE5,CD55,ADGRE5,Mast cell,B cell,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
493,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Podocytes,NK cell,False,NA,NA,0.11969111969111967,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
369,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",MNP,CD8 T cell,False,NA,NA,0.3923076923076923,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
929,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,Podocytes,Endothelium,False,NA,NA,0.3088803088803089,True,1.89074978806498,0.0173560788208196,1
1163,CD55_ADGRE5,CD55,ADGRE5,B cell,B cell,False,NA,NA,0.5540540540540541,True,4.21690878715005,0.00312233850766636,1
28,COL5A2_a1b1 complex,COL5A2,"['ITGA1', 'ITGB1']",Mesangial_cells,CD8 T cell,True,3.80515143068838,0.00014071735352043501,1,False,NA,NA,"[0.4645161290322581, 0.41935483870967744]"
1357,SELP_SELPLG,SELP,SELPLG,Endothelium,DC,False,NA,NA,0.13561076604554864,True,1.65236939315672,0.0310098101938767,1
135,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",DC,MNP,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.5747252747252747, 0.3263736263736264]"
735,TNF_TNFRSF1B,TNF,TNFRSF1B,B cell,B cell,False,NA,NA,0.13513513513513514,True,6.01061393679651,1.97712117390567e-06,1
172,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",MNP,MNP,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.5747252747252747, 0.3263736263736264]"
372,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",MNP,Private,False,NA,NA,0.3923076923076923,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
420,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",MNP,MNP,False,NA,NA,0.3923076923076923,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1260,HLA-E_KLRK1,HLA-E,KLRK1,MNP,NK cell,False,NA,NA,0.9362637362637364,True,1.6996193448401398,0.0373947054533458,1
1075,CD55_ADGRE5,CD55,ADGRE5,MNP,Mast cell,False,NA,NA,0.7824175824175824,True,4.21690878715005,0.00312233850766636,1
95,COL18A1_a2b1 complex,COL18A1,"['ITGB1', 'ITGA2']",Proximal_tubular_cells,Distal_tubules_and_collecting_duct,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
127,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Mesangial_cells,DC,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.3043478260869565, 0.2608695652173913]"
1411,LTBR_LTB,LTBR,LTB,B cell,DC,False,NA,NA,0.10810810810810813,True,1.43943567105272,0.0402619482825343,1
1066,CD55_ADGRE5,CD55,ADGRE5,Endothelium,Mesangial_cells,False,NA,NA,0.12318840579710146,True,4.21690878715005,0.00312233850766636,1
259,FCER2_aXb2 complex,FCER2,"['ITGB2', 'ITGAX']",B cell,Mast cell,False,NA,NA,0.2432432432432433,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1128,CD55_ADGRE5,CD55,ADGRE5,Neutrophil,NK cell,False,NA,NA,0.15942028985507245,True,4.21690878715005,0.00312233850766636,1
15,FN1_a11b1 complex,FN1,"['ITGB1', 'ITGA11']",Endothelium,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.7288135593220338, 0.1016949152542373]"
963,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,MNP,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.7307692307692307
749,DPP4_CXCL12,DPP4,CXCL12,Podocytes,Loop_of_Henle,False,NA,NA,0.1274131274131274,True,7.7426278931753885,1.18324783246116e-07,1
134,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",DC,CD8 T cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.41935483870967744, 0.3548387096774194]"
648,CCL5_CCR5,CCL5,CCR5,Endothelium,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
965,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,NK cell,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.7705345501955672
785,CCL5_CCR1,CCL5,CCR1,DC,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
826,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,Mesangial_cells,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.1271186440677966
119,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Endothelium,DC,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.3043478260869565, 0.2608695652173913]"
1370,SELP_CD24,SELP,CD24,Endothelium,Mesangial_cells,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
693,TNF_TNFRSF1B,TNF,TNFRSF1B,CD8 T cell,DC,False,NA,NA,0.11612903225806452,True,6.01061393679651,1.97712117390567e-06,1
87,COL1A2_a2b1 complex,COL1A2,"['ITGB1', 'ITGA2']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,11.7352958382638,0.000128758661947416,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
923,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,MNP,Endothelium,False,NA,NA,0.4780219780219781,True,1.89074978806498,0.0173560788208196,1
400,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Nephron_epithelium,B cell,False,NA,NA,0.13396111786148238,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1229,HLA-E_KLRC2,HLA-E,KLRC2,Nephron_epithelium,NK cell,False,NA,NA,0.2849331713244229,True,3.55694751490934,0.0007746719235593231,1
839,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Loop_of_Henle,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.20226969292389851
957,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,B cell,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.945945945945946
1061,CD55_ADGRE5,CD55,ADGRE5,Endothelium,CD8 T cell,False,NA,NA,0.12318840579710146,True,4.21690878715005,0.00312233850766636,1
954,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,Private,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.901980198019802
224,TGFB3_TGFBR3,TGFB3,TGFBR3,Mesangial_cells,NK cell,True,2.6481393259368,0.0189567092977734,1,False,NA,NA,0.22294654498044328
1213,HLA-E_KLRC2,HLA-E,KLRC2,Distal_tubules_and_collecting_duct,CD8 T cell,False,NA,NA,0.8400900900900901,True,3.55694751490934,0.0007746719235593231,1
1460,LTBR_LTB,LTBR,LTB,MNP,NK cell,False,NA,NA,0.2153846153846154,True,1.43943567105272,0.0402619482825343,1
1513,LAIR1_LILRB4,LAIR1,LILRB4,Mast cell,MNP,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
290,ICAM1_ITGAL,ICAM1,ITGAL,DC,Private,False,NA,NA,0.17391304347826084,True,4.76710229557314,1.28565836060683e-08,1
808,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Loop_of_Henle,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.20226969292389851
783,CCL5_CCR1,CCL5,CCR1,B cell,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
158,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Mast cell,MNP,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.5747252747252747, 0.3263736263736264]"
1405,CD52_SIGLEC10,CD52,SIGLEC10,Podocytes,MNP,False,NA,NA,0.19305019305019305,True,2.5481361733241497,0.000781093057158028,1
449,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,Private,False,NA,NA,0.2702702702702703,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1503,LTBR_LTB,LTBR,LTB,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.29504504504504503,True,1.43943567105272,0.0402619482825343,1
110,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Distal_tubules_and_collecting_duct,CD8 T cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.41935483870967744, 0.3548387096774194]"
1083,CD55_ADGRE5,CD55,ADGRE5,Mast cell,DC,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
643,CCL5_CCR5,CCL5,CCR5,CD8 T cell,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
1225,HLA-E_KLRC2,HLA-E,KLRC2,NK cell,CD8 T cell,False,NA,NA,0.9856584093872228,True,3.55694751490934,0.0007746719235593231,1
1086,CD55_ADGRE5,CD55,ADGRE5,Mast cell,Mesangial_cells,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
192,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Mesangial_cells,Private,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2386138613861386, 0.24554455445544554]"
1358,SELP_SELPLG,SELP,SELPLG,Endothelium,MNP,False,NA,NA,0.13561076604554864,True,1.65236939315672,0.0310098101938767,1
611,HLA-G_LILRB2,HLA-G,LILRB2,CD8 T cell,DC,False,NA,NA,0.5290322580645161,True,9.652284919570539,2.2163431871823598e-10,1
910,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,Private,NK cell,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.2777053455019557
1374,SELP_CD24,SELP,CD24,Endothelium,Podocytes,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
128,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Mesangial_cells,MNP,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.5747252747252747, 0.3263736263736264]"
539,F11R_aLb2 complex,F11R,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,MNP,False,NA,NA,0.12629399585921325,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1395,CD52_SIGLEC10,CD52,SIGLEC10,B cell,MNP,False,NA,NA,0.9324324324324323,True,2.5481361733241497,0.000781093057158028,1
537,F11R_aLb2 complex,F11R,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,B cell,False,NA,NA,0.12629399585921325,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
363,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Endothelium,MNP,False,NA,NA,0.4384057971014493,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1126,CD55_ADGRE5,CD55,ADGRE5,Neutrophil,Mast cell,False,NA,NA,0.15942028985507245,True,4.21690878715005,0.00312233850766636,1
961,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,Endothelium,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.16511387163561075
165,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Neutrophil,DC,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.3043478260869565, 0.2608695652173913]"
1196,CD48_CD244,CD48,CD244,B cell,NK cell,True,2.708436272920121,0.00398785903287079,1,False,NA,NA,0.19035202086049546
1022,CD55_ADGRE5,CD55,ADGRE5,B cell,Distal_tubules_and_collecting_duct,False,NA,NA,0.5540540540540541,True,4.21690878715005,0.00312233850766636,1
40,COL6A2_a1b1 complex,COL6A2,"['ITGA1', 'ITGB1']",Mesangial_cells,Endothelium,True,4.61594485015236,0.00245883333636735,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
275,EGFR_HBEGF,EGFR,HBEGF,Mesangial_cells,MNP,False,NA,NA,0.16101694915254236,True,1.9884037425335697,0.0272063147104403,1
687,TNF_TNFRSF1B,TNF,TNFRSF1B,B cell,MNP,False,NA,NA,0.13513513513513514,True,6.01061393679651,1.97712117390567e-06,1
707,TNF_TNFRSF1B,TNF,TNFRSF1B,Mast cell,CD8 T cell,False,NA,NA,0.1153846153846154,True,6.01061393679651,1.97712117390567e-06,1
589,HLA-F_LILRB2,HLA-F,LILRB2,NK cell,DC,False,NA,NA,0.6988265971316818,True,9.652284919570539,2.2163431871823598e-10,1
36,COL1A2_a1b1 complex,COL1A2,"['ITGA1', 'ITGB1']",Mesangial_cells,Proximal_tubular_cells,True,11.7352958382638,0.000128758661947416,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
976,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,Distal_tubules_and_collecting_duct,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.3851351351351352
1245,HLA-E_KLRK1,HLA-E,KLRK1,CD8 T cell,NK cell,False,NA,NA,0.9870967741935484,True,1.6996193448401398,0.0373947054533458,1
270,ICAM1_aXb2 complex,ICAM1,"['ITGB2', 'ITGAX']",Mast cell,NK cell,False,NA,NA,0.1153846153846154,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
148,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",MNP,B cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.32432432432432434, 0.2432432432432433]"
1380,CD99_PILRA,CD99,PILRA,CD8 T cell,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
819,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,B cell,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3108108108108108
340,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",MNP,MNP,False,NA,NA,0.15604395604395604,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
555,HLA-A_KIR3DL1,HLA-A,KIR3DL1,Neutrophil,NK cell,False,NA,NA,0.42028985507246375,True,12.558750138482301,7.46798130740353e-05,1
308,ICAM1_ITGAL,ICAM1,ITGAL,Mast cell,NK cell,False,NA,NA,0.1153846153846154,True,4.76710229557314,1.28565836060683e-08,1
876,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,CD8 T cell,B cell,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.35135135135135137
530,F11R_aLb2 complex,F11R,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,B cell,False,NA,NA,0.3963963963963964,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1211,HLA-E_KLRC2,HLA-E,KLRC2,DC,CD8 T cell,False,NA,NA,0.9565217391304348,True,3.55694751490934,0.0007746719235593231,1
575,HLA-F_LILRB2,HLA-F,LILRB2,CD8 T cell,DC,False,NA,NA,0.6387096774193548,True,9.652284919570539,2.2163431871823598e-10,1
885,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,CD8 T cell,Podocytes,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.20463320463320464
1165,CD55_ADGRE5,CD55,ADGRE5,DC,DC,False,NA,NA,0.6521739130434783,True,4.21690878715005,0.00312233850766636,1
1072,CD55_ADGRE5,CD55,ADGRE5,MNP,CD8 T cell,False,NA,NA,0.7824175824175824,True,4.21690878715005,0.00312233850766636,1
1174,PTPRC_CD22,PTPRC,CD22,B cell,Mast cell,True,4.410688292133,4.76772725790391e-05,1,False,NA,NA,0.1153846153846154
156,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Mast cell,CD8 T cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.41935483870967744, 0.3548387096774194]"
1478,LTBR_LTB,LTBR,LTB,Podocytes,B cell,False,NA,NA,0.15444015444015444,True,1.43943567105272,0.0402619482825343,1
945,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,Endothelium,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.16511387163561075
993,SEMA4A_PLXND1,SEMA4A,PLXND1,Distal_tubules_and_collecting_duct,MNP,True,2.18048487240274,0.00667135760478158,1,False,NA,NA,0.1010989010989011
56,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Distal_tubules_and_collecting_duct,Proximal_tubular_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
795,CCL5_CCR1,CCL5,CCR1,Proximal_tubular_cells,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
19,COL6A2_a11b1 complex,COL6A2,"['ITGB1', 'ITGA11']",Mesangial_cells,Mesangial_cells,True,4.61594485015236,0.00245883333636735,1,False,NA,NA,"[0.7288135593220338, 0.1016949152542373]"
853,TNFSF14_LTBR,TNFSF14,LTBR,CD8 T cell,DC,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.13043478260869565
125,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Mesangial_cells,B cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.32432432432432434, 0.2432432432432433]"
617,HLA-G_LILRB2,HLA-G,LILRB2,Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.13063063063063066,True,9.652284919570539,2.2163431871823598e-10,1
8,COL18A1_a10b1 complex,COL18A1,"['ITGA10', 'ITGB1']",Distal_tubules_and_collecting_duct,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
1510,LAIR1_LILRB4,LAIR1,LILRB4,DC,MNP,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
909,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,Private,Mesangial_cells,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.1271186440677966
814,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Nephron_epithelium,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.13031591737545564
53,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Distal_tubules_and_collecting_duct,CD8 T cell,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.4645161290322581, 0.41935483870967744]"
1007,EPHB1_EFNB1,EPHB1,EFNB1,DC,Endothelium,True,2.68426729930083,0.005104360200199489,1,False,NA,NA,0.3892339544513457
86,COL5A2_a2b1 complex,COL5A2,"['ITGB1', 'ITGA2']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,3.80515143068838,0.00014071735352043501,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
462,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",MNP,Private,False,NA,NA,0.476923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1417,LTBR_LTB,LTBR,LTB,B cell,Neutrophil,False,NA,NA,0.10810810810810813,True,1.43943567105272,0.0402619482825343,1
1221,HLA-E_KLRC2,HLA-E,KLRC2,Mast cell,CD8 T cell,False,NA,NA,0.7692307692307693,True,3.55694751490934,0.0007746719235593231,1
234,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Endothelium,MNP,False,NA,NA,0.15320910973084886,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1432,LTBR_LTB,LTBR,LTB,Distal_tubules_and_collecting_duct,B cell,False,NA,NA,0.29504504504504503,True,1.43943567105272,0.0402619482825343,1
89,COL18A1_a2b1 complex,COL18A1,"['ITGB1', 'ITGA2']",B cell,Distal_tubules_and_collecting_duct,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
526,ICAM4_aLb2 complex,ICAM4,"['ITGB2', 'ITGAL']",DC,NK cell,False,NA,NA,0.13043478260869565,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
872,TNFSF14_LTBR,TNFSF14,LTBR,Private,MNP,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.2153846153846154
55,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Distal_tubules_and_collecting_duct,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
1361,SELP_SELPLG,SELP,SELPLG,Endothelium,Private,False,NA,NA,0.13561076604554864,True,1.65236939315672,0.0310098101938767,1
605,CD1D_LILRB2,CD1D,LILRB2,MNP,B cell,False,NA,NA,0.2230769230769231,True,9.652284919570539,2.2163431871823598e-10,1
661,CCL5_CCR5,CCL5,CCR5,Podocytes,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
981,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,Mesangial_cells,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.15254237288135594
1295,SELL_SELPLG,SELL,SELPLG,B cell,MNP,False,NA,NA,0.6621621621621622,True,1.65236939315672,0.0310098101938767,1
3,COL5A2_a10b1 complex,COL5A2,"['ITGA10', 'ITGB1']",Mesangial_cells,Mesangial_cells,True,3.80515143068838,0.00014071735352043501,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
238,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Loop_of_Henle,Mast cell,False,NA,NA,0.16154873164218958,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1396,CD52_SIGLEC10,CD52,SIGLEC10,CD8 T cell,MNP,False,NA,NA,0.9870967741935484,True,2.5481361733241497,0.000781093057158028,1
11,COL18A1_a10b1 complex,COL18A1,"['ITGA10', 'ITGB1']",Podocytes,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
571,HLA-F_KIR3DL1,HLA-F,KIR3DL1,NK cell,NK cell,False,NA,NA,0.6988265971316818,True,12.558750138482301,7.46798130740353e-05,1
919,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,CD8 T cell,Endothelium,False,NA,NA,0.2645161290322581,True,1.89074978806498,0.0173560788208196,1
92,COL18A1_a2b1 complex,COL18A1,"['ITGB1', 'ITGA2']",Loop_of_Henle,Distal_tubules_and_collecting_duct,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
1175,PTPRC_CD22,PTPRC,CD22,CD8 T cell,B cell,True,4.410688292133,4.76772725790391e-05,1,False,NA,NA,0.32432432432432434
508,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,Private,False,NA,NA,0.19254658385093168,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
