,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
255,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Proximal_tubular_cells,NK cell,False,NA,NA,0.2774327122153209,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
301,ICAM1_ITGAL,ICAM1,ITGAL,MNP,NK cell,False,NA,NA,0.15604395604395604,True,4.76710229557314,1.28565836060683e-08,1
1230,HLA-E_KLRC2,HLA-E,KLRC2,Neutrophil,CD8 T cell,False,NA,NA,0.2536231884057971,True,3.55694751490934,0.0007746719235593231,1
1291,HLA-E_KLRK1,HLA-E,KLRK1,NK cell,NK cell,False,NA,NA,0.9856584093872228,True,1.6996193448401398,0.0373947054533458,1
1210,HLA-E_KLRC2,HLA-E,KLRC2,CD8 T cell,NK cell,False,NA,NA,0.9870967741935484,True,3.55694751490934,0.0007746719235593231,1
1371,SELP_CD24,SELP,CD24,Endothelium,NK cell,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
336,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",Mast cell,NK cell,False,NA,NA,0.1153846153846154,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
842,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Mesangial_cells,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.1271186440677966
52,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",DC,Proximal_tubular_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
1447,LTBR_LTB,LTBR,LTB,Endothelium,MNP,False,NA,NA,0.11801242236024845,True,1.43943567105272,0.0402619482825343,1
590,HLA-F_LILRB2,HLA-F,LILRB2,NK cell,MNP,False,NA,NA,0.6988265971316818,True,9.652284919570539,2.2163431871823598e-10,1
1505,LTBR_LTB,LTBR,LTB,Proximal_tubular_cells,Proximal_tubular_cells,False,NA,NA,0.2380952380952381,True,1.43943567105272,0.0402619482825343,1
681,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Podocytes,Endothelium,False,NA,NA,0.22007722007722008,True,2.93285695767678,0.007871246116878429,1
890,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,CD8 T cell,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.3161290322580645
1336,SELL_SELPLG,SELL,SELPLG,Neutrophil,Private,False,NA,NA,0.21014492753623187,True,1.65236939315672,0.0310098101938767,1
63,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Loop_of_Henle,Endothelium,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
562,HLA-F_KIR3DL1,HLA-F,KIR3DL1,CD8 T cell,NK cell,False,NA,NA,0.6387096774193548,True,12.558750138482301,7.46798130740353e-05,1
18,COL1A2_a11b1 complex,COL1A2,"['ITGB1', 'ITGA11']",Mesangial_cells,Mesangial_cells,True,11.7352958382638,0.000128758661947416,1,False,NA,NA,"[0.7288135593220338, 0.1016949152542373]"
1087,CD55_ADGRE5,CD55,ADGRE5,Mast cell,NK cell,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
38,COL6A2_a1b1 complex,COL6A2,"['ITGA1', 'ITGB1']",Mesangial_cells,CD8 T cell,True,4.61594485015236,0.00245883333636735,1,False,NA,NA,"[0.4645161290322581, 0.41935483870967744]"
202,FN1_a8b1 complex,FN1,"['ITGB1', 'ITGA8']",Endothelium,Endothelium,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.6749482401656315, 0.17339544513457558]"
777,CCL3_CCR1,CCL3,CCR1,Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.17792792792792791,True,2.89478592916485,3.55986110154396e-05,1
424,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Th cell,Th cell,False,NA,NA,0.2781609195402299,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1043,CD55_ADGRE5,CD55,ADGRE5,DC,MNP,False,NA,NA,0.6521739130434783,True,4.21690878715005,0.00312233850766636,1
1041,CD55_ADGRE5,CD55,ADGRE5,DC,CD8 T cell,False,NA,NA,0.6521739130434783,True,4.21690878715005,0.00312233850766636,1
4,COL1A2_a10b1 complex,COL1A2,"['ITGA10', 'ITGB1']",Mesangial_cells,Mesangial_cells,True,11.7352958382638,0.000128758661947416,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
453,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Loop_of_Henle,MNP,False,NA,NA,0.10747663551401868,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1469,LTBR_LTB,LTBR,LTB,Mesangial_cells,Distal_tubules_and_collecting_duct,False,NA,NA,0.1864406779661017,True,1.43943567105272,0.0402619482825343,1
279,ERBB4_HBEGF,ERBB4,HBEGF,Mesangial_cells,MNP,False,NA,NA,0.11016949152542373,True,1.9884037425335697,0.0272063147104403,1
185,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Endothelium,Private,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2386138613861386, 0.24554455445544554]"
621,HLA-G_LILRB2,HLA-G,LILRB2,Mast cell,DC,False,NA,NA,0.1153846153846154,True,9.652284919570539,2.2163431871823598e-10,1
982,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,NK cell,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.7705345501955672
458,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",MNP,B cell,False,NA,NA,0.476923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1028,CD55_ADGRE5,CD55,ADGRE5,B cell,Private,False,NA,NA,0.5540540540540541,True,4.21690878715005,0.00312233850766636,1
327,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",MNP,B cell,False,NA,NA,0.15604395604395604,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
775,CCL3_CCR1,CCL3,CCR1,CD8 T cell,MNP,False,NA,NA,0.2838709677419355,True,2.89478592916485,3.55986110154396e-05,1
893,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,Endothelium,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.16718426501035194
786,CCL5_CCR1,CCL5,CCR1,Distal_tubules_and_collecting_duct,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
1276,HLA-E_KLRK1,HLA-E,KLRK1,Neutrophil,NK cell,False,NA,NA,0.2536231884057971,True,1.6996193448401398,0.0373947054533458,1
878,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,CD8 T cell,Distal_tubules_and_collecting_duct,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.33783783783783783
1198,CD48_CD244,CD48,CD244,DC,NK cell,True,2.708436272920121,0.00398785903287079,1,False,NA,NA,0.19035202086049546
1392,CD99_PILRA,CD99,PILRA,Proximal_tubular_cells,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
73,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Podocytes,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
952,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,Neutrophil,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.2608695652173913
205,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Distal_tubules_and_collecting_duct,Podocytes,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2432432432432433, 0.5714285714285714]"
864,TNFSF14_LTBR,TNFSF14,LTBR,NK cell,MNP,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.2153846153846154
213,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Mesangial_cells,Proximal_tubular_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.14699792960662525, 0.2712215320910973]"
431,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",CD8 T cell,B cell,False,NA,NA,0.6064516129032258,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1429,LTBR_LTB,LTBR,LTB,DC,Private,False,NA,NA,0.13043478260869565,True,1.43943567105272,0.0402619482825343,1
1085,CD55_ADGRE5,CD55,ADGRE5,Mast cell,MNP,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
350,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",DC,NK cell,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
899,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,Private,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.3
547,HLA-A_KIR3DL1,HLA-A,KIR3DL1,Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.9301801801801802,True,12.558750138482301,7.46798130740353e-05,1
937,TGFB3_TGFbeta receptor2,TGFB3,"['TGFBR2', 'ACVR1']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,2.6481393259368,0.0189567092977734,1,False,NA,NA,"[0.20045045045045048, 0.13963963963963966]"
857,TNFSF14_LTBR,TNFSF14,LTBR,CD8 T cell,Mesangial_cells,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.1864406779661017
604,HLA-F_LILRB2,HLA-F,LILRB2,MNP,MNP,False,NA,NA,0.521978021978022,True,9.652284919570539,2.2163431871823598e-10,1
1076,CD55_ADGRE5,CD55,ADGRE5,MNP,Mesangial_cells,False,NA,NA,0.7824175824175824,True,4.21690878715005,0.00312233850766636,1
781,CCL3_CCR1,CCL3,CCR1,Private,MNP,False,NA,NA,0.2465346534653465,True,2.89478592916485,3.55986110154396e-05,1
305,ICAM1_ITGAL,ICAM1,ITGAL,Mast cell,B cell,False,NA,NA,0.1153846153846154,True,4.76710229557314,1.28565836060683e-08,1
264,ICAM1_aXb2 complex,ICAM1,"['ITGB2', 'ITGAX']",Endothelium,MNP,False,NA,NA,0.15993788819875776,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
652,CCL5_CCR5,CCL5,CCR5,MNP,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
924,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,Mast cell,Endothelium,False,NA,NA,0.3076923076923077,True,1.89074978806498,0.0173560788208196,1
1074,CD55_ADGRE5,CD55,ADGRE5,MNP,Distal_tubules_and_collecting_duct,False,NA,NA,0.7824175824175824,True,4.21690878715005,0.00312233850766636,1
1397,CD52_SIGLEC10,CD52,SIGLEC10,DC,MNP,False,NA,NA,0.9130434782608696,True,2.5481361733241497,0.000781093057158028,1
528,ICAM4_aLb2 complex,ICAM4,"['ITGB2', 'ITGAL']",DC,Private,False,NA,NA,0.13043478260869565,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
39,COL6A2_a1b1 complex,COL6A2,"['ITGA1', 'ITGB1']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,4.61594485015236,0.00245883333636735,1,False,NA,NA,"[0.20495495495495492, 0.759009009009009]"
606,CD1D_LILRB2,CD1D,LILRB2,MNP,DC,False,NA,NA,0.2230769230769231,True,9.652284919570539,2.2163431871823598e-10,1
485,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Neutrophil,MNP,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
164,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Neutrophil,CD8 T cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.41935483870967744, 0.3548387096774194]"
1409,CD52_SIGLEC10,CD52,SIGLEC10,MNP,MNP,False,NA,NA,0.7802197802197802,True,2.5481361733241497,0.000781093057158028,1
277,ERBB4_HBEGF,ERBB4,HBEGF,Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.2972972972972973,True,1.9884037425335697,0.0272063147104403,1
1384,CD99_PILRA,CD99,PILRA,Loop_of_Henle,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
582,HLA-F_LILRB2,HLA-F,LILRB2,Endothelium,MNP,False,NA,NA,0.3618012422360248,True,9.652284919570539,2.2163431871823598e-10,1
1224,HLA-E_KLRC2,HLA-E,KLRC2,Mesangial_cells,NK cell,False,NA,NA,0.5847457627118644,True,3.55694751490934,0.0007746719235593231,1
573,HLA-F_LILRB2,HLA-F,LILRB2,B cell,MNP,False,NA,NA,0.2972972972972973,True,9.652284919570539,2.2163431871823598e-10,1
1300,SELL_SELPLG,SELL,SELPLG,DC,CD8 T cell,False,NA,NA,0.7826086956521741,True,1.65236939315672,0.0310098101938767,1
789,CCL5_CCR1,CCL5,CCR1,Mast cell,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
100,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Endothelium,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.21846846846846849, 0.759009009009009]"
1082,CD55_ADGRE5,CD55,ADGRE5,Mast cell,CD8 T cell,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
1508,LAIR1_LILRB4,LAIR1,LILRB4,CD8 T cell,DC,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
671,PLXNB2_SEMA4C,PLXNB2,SEMA4C,DC,Distal_tubules_and_collecting_duct,False,NA,NA,0.4782608695652174,True,2.93285695767678,0.007871246116878429,1
933,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,Endothelium,Endothelium,False,NA,NA,0.4880952380952381,True,1.89074978806498,0.0173560788208196,1
1365,SELP_CD24,SELP,CD24,Endothelium,DC,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
866,TNFSF14_LTBR,TNFSF14,LTBR,NK cell,Podocytes,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.15444015444015444
72,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Podocytes,Endothelium,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
1514,LAIR1_LILRB4,LAIR1,LILRB4,NK cell,DC,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
1363,SELP_CD24,SELP,CD24,Endothelium,B cell,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
142,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Distal_tubules_and_collecting_duct,DC,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.3043478260869565, 0.2608695652173913]"
252,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Private,NK cell,False,NA,NA,0.26534653465346536,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
138,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",DC,Private,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.4613861386138614, 0.24554455445544554]"
967,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,Nephron_epithelium,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.12849331713244228
744,DPP4_CXCL12,DPP4,CXCL12,DC,Loop_of_Henle,False,NA,NA,0.21739130434782608,True,7.7426278931753885,1.18324783246116e-07,1
935,TGFB3_TGFbeta receptor1,TGFB3,"['TGFBR1', 'TGFBR2']",Mesangial_cells,Mast cell,True,2.6481393259368,0.0189567092977734,1,False,NA,NA,"[0.1153846153846154, 0.15384615384615385]"
505,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,MNP,False,NA,NA,0.19254658385093168,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1415,LTBR_LTB,LTBR,LTB,B cell,NK cell,False,NA,NA,0.10810810810810813,True,1.43943567105272,0.0402619482825343,1
1136,CD55_ADGRE5,CD55,ADGRE5,Podocytes,MNP,False,NA,NA,0.3552123552123552,True,4.21690878715005,0.00312233850766636,1
1350,SELL_SELPLG,SELL,SELPLG,DC,DC,False,NA,NA,0.7826086956521741,True,1.65236939315672,0.0310098101938767,1
551,HLA-A_KIR3DL1,HLA-A,KIR3DL1,Mast cell,NK cell,False,NA,NA,0.8461538461538461,True,12.558750138482301,7.46798130740353e-05,1
1294,SELL_SELPLG,SELL,SELPLG,B cell,DC,False,NA,NA,0.6621621621621622,True,1.65236939315672,0.0310098101938767,1
1069,CD55_ADGRE5,CD55,ADGRE5,Endothelium,Private,False,NA,NA,0.12318840579710146,True,4.21690878715005,0.00312233850766636,1
882,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,CD8 T cell,Mesangial_cells,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.1271186440677966
953,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,Podocytes,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.1969111969111969
998,SEMA4A_PLXND1,SEMA4A,PLXND1,Mast cell,MNP,True,2.18048487240274,0.00667135760478158,1,False,NA,NA,0.1010989010989011
557,HLA-A_KIR3DL1,HLA-A,KIR3DL1,Private,NK cell,False,NA,NA,0.996039603960396,True,12.558750138482301,7.46798130740353e-05,1
349,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",DC,MNP,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
204,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Distal_tubules_and_collecting_duct,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.13559322033898305, 0.7288135593220338]"
410,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Private,NK cell,False,NA,NA,0.30396039603960395,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1107,CD55_ADGRE5,CD55,ADGRE5,NK cell,Mesangial_cells,False,NA,NA,0.4067796610169492,True,4.21690878715005,0.00312233850766636,1
1456,LTBR_LTB,LTBR,LTB,MNP,CD8 T cell,False,NA,NA,0.2153846153846154,True,1.43943567105272,0.0402619482825343,1
1166,CD55_ADGRE5,CD55,ADGRE5,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.48198198198198205,True,4.21690878715005,0.00312233850766636,1
1033,CD55_ADGRE5,CD55,ADGRE5,CD8 T cell,MNP,False,NA,NA,0.11612903225806452,True,4.21690878715005,0.00312233850766636,1
1520,LAIR1_LILRB4,LAIR1,LILRB4,DC,DC,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
1308,SELL_SELPLG,SELL,SELPLG,Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.11036036036036036,True,1.65236939315672,0.0310098101938767,1
235,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Endothelium,Mast cell,False,NA,NA,0.15320910973084886,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
214,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.463963963963964, 0.759009009009009]"
1480,LTBR_LTB,LTBR,LTB,Podocytes,DC,False,NA,NA,0.15444015444015444,True,1.43943567105272,0.0402619482825343,1
197,FBN1_a5b1 complex,FBN1,"['ITGA5', 'ITGB1']",Mesangial_cells,Endothelium,True,1.79128997963228,0.0262612918322479,1,False,NA,NA,"[0.16563146997929604, 0.6749482401656315]"
106,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.21846846846846849, 0.759009009009009]"
619,HLA-G_LILRB2,HLA-G,LILRB2,MNP,DC,False,NA,NA,0.2274725274725275,True,9.652284919570539,2.2163431871823598e-10,1
84,FN1_a2b1 complex,FN1,"['ITGB1', 'ITGA2']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
1507,LAIR1_LILRB4,LAIR1,LILRB4,B cell,MNP,True,3.7702558889103504,4.07767586446817e-05,1,True,4.85937078071363,6.360364419824e-07,1
784,CCL5_CCR1,CCL5,CCR1,CD8 T cell,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
1394,CD99_PILRA,CD99,PILRA,MNP,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
103,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.21846846846846849, 0.759009009009009]"
215,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Mesangial_cells,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.13559322033898305, 0.7288135593220338]"
565,HLA-F_KIR3DL1,HLA-F,KIR3DL1,MNP,NK cell,False,NA,NA,0.521978021978022,True,12.558750138482301,7.46798130740353e-05,1
709,TNF_TNFRSF1B,TNF,TNFRSF1B,Mast cell,MNP,False,NA,NA,0.1153846153846154,True,6.01061393679651,1.97712117390567e-06,1
484,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Neutrophil,CD8 T cell,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
782,CCL3_CCR1,CCL3,CCR1,MNP,MNP,False,NA,NA,0.3791208791208791,True,2.89478592916485,3.55986110154396e-05,1
873,TNFSF14_LTBR,TNFSF14,LTBR,Private,Mesangial_cells,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.1864406779661017
1462,LTBR_LTB,LTBR,LTB,MNP,Neutrophil,False,NA,NA,0.2153846153846154,True,1.43943567105272,0.0402619482825343,1
1390,CD99_PILRA,CD99,PILRA,Podocytes,MNP,True,7.31569349920593,6.5725053149725e-05,1,True,4.28198990333304,4.8230381652453106e-06,1
47,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",B cell,Proximal_tubular_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
1487,LTBR_LTB,LTBR,LTB,Podocytes,Private,False,NA,NA,0.15444015444015444,True,1.43943567105272,0.0402619482825343,1
283,TNFRSF13B_TNFSF13B,TNFRSF13B,TNFSF13B,B cell,Neutrophil,True,1.99090097679032,0.01353493404321,1,False,NA,NA,0.13043478260869565
778,CCL3_CCR1,CCL3,CCR1,Mast cell,MNP,False,NA,NA,0.15384615384615385,True,2.89478592916485,3.55986110154396e-05,1
136,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",DC,NK cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.4928292046936114, 0.3715775749674055]"
631,HLA-G_LILRB2,HLA-G,LILRB2,Podocytes,MNP,False,NA,NA,0.1583011583011583,True,9.652284919570539,2.2163431871823598e-10,1
1366,SELP_CD24,SELP,CD24,Endothelium,Distal_tubules_and_collecting_duct,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
171,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",DC,DC,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.3043478260869565, 0.2608695652173913]"
121,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Endothelium,NK cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.4928292046936114, 0.3715775749674055]"
629,HLA-G_LILRB2,HLA-G,LILRB2,Podocytes,B cell,False,NA,NA,0.1583011583011583,True,9.652284919570539,2.2163431871823598e-10,1
1436,LTBR_LTB,LTBR,LTB,Distal_tubules_and_collecting_duct,Mast cell,False,NA,NA,0.29504504504504503,True,1.43943567105272,0.0402619482825343,1
682,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Proximal_tubular_cells,Distal_tubules_and_collecting_duct,False,NA,NA,0.21325051759834368,True,2.93285695767678,0.007871246116878429,1
1145,CD55_ADGRE5,CD55,ADGRE5,Private,DC,False,NA,NA,0.3227722772277228,True,4.21690878715005,0.00312233850766636,1
1494,LTBR_LTB,LTBR,LTB,Proximal_tubular_cells,MNP,False,NA,NA,0.2380952380952381,True,1.43943567105272,0.0402619482825343,1
745,DPP4_CXCL12,DPP4,CXCL12,DC,Mesangial_cells,False,NA,NA,0.21739130434782608,True,7.7426278931753885,1.18324783246116e-07,1
1320,SELL_SELPLG,SELL,SELPLG,NK cell,DC,False,NA,NA,0.16688396349413298,True,1.65236939315672,0.0310098101938767,1
1490,LTBR_LTB,LTBR,LTB,Proximal_tubular_cells,B cell,False,NA,NA,0.2380952380952381,True,1.43943567105272,0.0402619482825343,1
747,DPP4_CXCL12,DPP4,CXCL12,Loop_of_Henle,Mesangial_cells,False,NA,NA,0.11348464619492656,True,7.7426278931753885,1.18324783246116e-07,1
30,COL5A2_a1b1 complex,COL5A2,"['ITGA1', 'ITGB1']",Mesangial_cells,Endothelium,True,3.80515143068838,0.00014071735352043501,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
1359,SELP_SELPLG,SELP,SELPLG,Endothelium,NK cell,False,NA,NA,0.13561076604554864,True,1.65236939315672,0.0310098101938767,1
1231,HLA-E_KLRC2,HLA-E,KLRC2,Neutrophil,NK cell,False,NA,NA,0.2536231884057971,True,3.55694751490934,0.0007746719235593231,1
823,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,Endothelium,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.4880952380952381
459,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",MNP,CD8 T cell,False,NA,NA,0.476923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
101,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Endothelium,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.17796610169491525, 0.7288135593220338]"
